tweetid,created,text,retweets,favorites,source.r,hashtag,num.emojis,emoji_names
183,2017-10-16 22:10:58,"When working in a bar you really experience some shit when it comes to sexual assault/harassment...  #MeToo <ed><a0><bd><ed><b9><8d><ed><a0><bc><ed><bf><bb><e2><9c><8c><ed><a0><bc><ed><bf><bb><ed><a0><bd><ed><b2><97><ed><a0><bc><ed><bc><8e>

https://t.co/9liBnP4nbs",0,0,IPHONE,#metoo,5,"person frowning, person frowning: light skin tone, victory hand: light skin tone, growing heart, globe showing Americas"
184,2017-10-16 22:40:41,I want to cry seeing all of the #metoo tweets. I applaud your strength. You deserve better than this.,1,1,ANDROID,#metoo,0,
185,2017-10-16 20:57:05,#metoo it doesn't matter if you couldn't say no. It doesn't matter if you said yes but changed your mind. It doesn't matter if it was your,0,2,IPHONE,#metoo,0,
186,2017-10-16 19:38:11,"#MeToo 

It's not just women. But #women are  taken advance of and used by str8 men that need to feel powerful.",0,1,ANDROID,#metoo,0,
187,2017-10-16 23:34:55,"""You could just say no."" 
""But how did you say it?""
<e2><80><9c>What were you wearing?<e2><80><9d> 
No means no. #metoo",0,2,IPHONE,#metoo,0,
188,2017-10-16 19:43:53,Standing with all the brave women #metoo,0,3,IPHONE,#metoo,0,
189,2017-10-16 22:20:05,"I keep writing, posting, and rewriting this. I<e2><80><99>m struggling. #metoo",1,8,IPHONE,#metoo,0,
190,2017-10-16 20:36:35,"Even just now I felt threatened enough to have to walk my dog with my keys between my fingers because I was being followed. 

#MeToo",1,0,IPHONE,#metoo,0,
191,2017-10-16 21:10:08,"Be self aware that the #MeToo campaign can trigger many emotions and thoughts. If it's too much, that's okay. Take a break. Take a breath.",5,15,ANDROID,#metoo,0,
192,2017-10-16 22:47:05,If #MeToo makes you uncomfortable then YOU ARE part of the problem.,4,10,IPHONE,#metoo,0,
193,2017-10-16 19:23:54,"Because it can even be done by a boyfriend 
#MeToo",0,0,IPHONE,#metoo,0,
194,2017-10-16 20:47:52,"It's sad that it's taken a hashtag to bring to light an epidemic.

#MeToo",1,0,IPHONE,#metoo,0,
195,2017-10-16 19:11:25,#metoo and I'm here for you. <e2><99><a5><ef><b8><8f>,1,4,IPHONE,#metoo,1,heart suit
196,2017-10-16 20:33:57,I don<e2><80><99>t think there<e2><80><99>s a single woman I know who can<e2><80><99>t relate to the #MeToo tweets and that<e2><80><99>s just sad,5,9,IPHONE,#metoo,0,
197,2017-10-16 21:39:30,"3 my friends just kind of shrugged and said <e2><80><9c>okay, thanks for coming out tonight!<e2><80><9d>
 #metoo",0,0,IPHONE,#metoo,0,
198,2017-10-16 20:05:11,"Since family follows me on Facebook we<e2><80><99>ll do it here 

#MeToo",0,7,IPHONE,#metoo,0,
199,2017-10-16 20:27:10,I couldn't be more thankful for the amazing support I've had this past year<ed><a0><bd><ed><b2><9c> #MeToo https://t.co/qvEBDY6xID,1,19,IPHONE,#metoo,1,purple heart
200,2017-10-16 20:58:03,"#Repost @sophiabush (get_repost)
<e3><83><bb><e3><83><bb><e3><83><bb>
#MeToo
<e2><80><a2>
<e2><80><9c>If all the women who<e2><80><a6> https://t.co/cVGIWiFyuK",0,0,NA,#metoo,0,
201,2017-10-16 20:56:21,Me too. #MeToo,0,1,WEB,#metoo,0,
202,2017-10-16 21:51:05,What if we answered every spoken (&amp; unspoken) #MeToo with an #IBelieveYou?,5,14,WEB,#metoo,0,
203,2017-10-16 19:01:55,"My <e2><80><9c>no<e2><80><9d> doesn<e2><80><99>t matter, but some hypothetical partner<e2><80><99>s <e2><80><9c>property<e2><80><9d> gets more respect. #MeToo https://t.co/3V9yPpwQIF",0,1,IPHONE,#metoo,0,
204,2017-10-16 23:19:38,Omg!! He felt like he was untouchable!! Hopefully this STOPS NOW! #HarveyWeinstein #MeToo #WomenSpeakUp<e2><80><a6> https://t.co/29hOSBoPW2,0,1,ANDROID,#metoo,0,
205,2017-10-16 19:11:24,#MeToo one of the first boys I really fell for and thought I was in love with I dated for 3 years. things started out great until I gave him,0,19,WEB,#metoo,0,
206,2017-10-16 23:09:39,"""Don't call it a comeback. I've been here for years,"" mutters Anita Hill. 
Women have been vocal; men have always k<e2><80><a6> https://t.co/UAKDpzfHI9",0,0,ANDROID,#metoo,0,
207,2017-10-16 19:54:12,"@Alyssa_Milano #metoo even years later, some of us can't seem to find the strength to open up",0,0,IPHONE,#metoo,0,
208,2017-10-16 20:15:59,Thank the goddesses for this thread #metoo https://t.co/Op3mNGiwrb,0,1,IPHONE,#metoo,0,
209,2017-10-16 22:49:13,#MeToo i bet every single woman has at least a story that warrants the use of this hashtag.,0,1,WEB,#metoo,0,
210,2017-10-16 19:02:06,"#metoo is really fucking important right now. Read, listen, love.",0,1,IPHONE,#metoo,0,
211,2017-10-16 21:33:40,so many women ready to say #metoo but so few men ready to admit their threshold of assaulted friends before they believe in rape culture <ed><a0><be><ed><b4><94>,3,6,ANDROID,#metoo,1,thinking face
212,2017-10-16 23:57:39,I can't tell you how often. <ed><a0><bd><ed><b9><84> All I know is that it's too often. #metoo,0,1,IPHONE,#metoo,1,face with rolling eyes
213,2017-10-16 21:38:41,Sole reason I've hated Panda Express for years. #MeToo,0,2,ANDROID,#metoo,0,
214,2017-10-16 20:24:23,"Obviously, I requoted her original tweet but knowing Paula Vesala liked my #metoo tweet is a bit much for me <ed><a0><bd><ed><b8><aa><ed><a0><bd><ed><b8><ad>",0,2,IPHONE,#metoo,2,"sleepy face, loudly crying face"
215,2017-10-16 19:48:37,#metoo my husband is even scared for my safety when I have to walk the dogs in the dark. https://t.co/hbGxFPE0Cy,0,0,IPHONE,#metoo,0,
216,2017-10-16 23:17:26,"#MeToo
It took me a while because harassment is so normalized. But then I realized it shouldn<e2><80><99>t be and it does happen to me. Regularly",0,1,IPHONE,#metoo,0,
217,2017-10-16 20:31:27,it wasn't until i started crying and threatened to leave that my FRIEND stopped trying to have sex with me #MeToo,0,0,IPHONE,#metoo,0,
218,2017-10-16 23:40:21,Me too #metoo,0,0,WEB,#metoo,0,
219,2017-10-16 22:59:49,yes!! i can relate so much. a thread. #MeToo https://t.co/PoAiOL2jbv,0,0,IPHONE,#metoo,0,
220,2017-10-16 21:36:03,"because he didn't realise he'd done anything wrong and that no means no, and that he's totally fine and for me each day is a battle. #MeToo",3,20,IPHONE,#metoo,0,
221,2017-10-16 23:27:08,"1. PUERTO RICO. 
2.PUERTO RICO!
3. How many #MeToo posts could be attributed to the human drinking Coke in the Oval? #AmericanEmbarrassment",0,2,NA,#metoo,0,
222,2017-10-16 20:11:32,"Even though it was a ""small"" thing for me, I still feel angry and dirty remembering it. Harassment needs to stop<e2><80><a6> https://t.co/CLe2xi45Kl",0,7,WEB,#metoo,0,
223,2017-10-16 21:41:59,"#metoo because when I say no, it doesn<e2><80><99>t matter that I liked it before.",0,8,IPHONE,#metoo,0,
224,2017-10-16 22:16:57,I never speak up about this. I never bring it up. Sometimes I see you in my worst nightmares. #MeToo,0,6,IPHONE,#metoo,0,
225,2017-10-16 19:34:21,"Just because we're not sharing a story, doesn't mean we don't have one. 
#MeToo",3,11,IPHONE,#metoo,0,
226,2017-10-16 21:52:28,"I asked him ""Why?"" and he said ""I thought you'd want me to."" I never asked for it. #MeToo https://t.co/5ojBMWFcVd",0,1,IPHONE,#metoo,0,
227,2017-10-16 21:49:27,It<e2><80><99>s a stark reminder that it doesn<e2><80><99>t just happen to women. #MeToo,0,0,IPHONE,#metoo,0,
228,2017-10-16 23:50:26,The #MeToo hashtag is heartbreaking. We must stop victim blaming and downplaying sexual assault. We must do better.,0,3,IPHONE,#metoo,0,
229,2017-10-16 21:03:05,And it<e2><80><99>s way too common. So #metoo. 9/10,0,0,WEB,#metoo,0,
230,2017-10-16 21:59:07,"Because although I count myself lucky #MeToo, and I've yet to meet a woman who hasnt.",0,2,WEB,#metoo,0,
231,2017-10-16 19:35:54,i was 16. he was 26. he now has a wife and daughter. i'm finally proud of the women I see in the mirror. you are not alone.  #metoo,1,17,IPHONE,#metoo,0,
232,2017-10-16 19:27:22,@Alyssa_Milano #Metoo I was molested as a child by a family member. They used to say one out of every 4 women have<e2><80><a6> https://t.co/wsoxSu9COA,0,0,IPHONE,#metoo,0,
233,2017-10-16 19:58:36,"#MeToo because crying and repeatedly saying ""no"" to my ex-boyfriend didn't count because ""well, he's your boyfriend, isn't he?""",0,12,WEB,#metoo,0,
234,2017-10-16 19:45:34,Me too. He thought just because he gave me a ride to get food he could whip it out and force me to do things. #MeToo,0,0,IPHONE,#metoo,0,
235,2017-10-16 20:09:10,"Welp, #MeToo",0,2,NA,#metoo,0,
236,2017-10-16 21:27:11,"Also our uniforms were long black pants, and ugly long sleeve button up shirt. So I was not asking for it. #MeToo",0,0,IPHONE,#metoo,0,
237,2017-10-16 22:40:28,#metoo and i'm fucking tired,0,1,ANDROID,#metoo,0,
238,2017-10-16 23:28:26,"""Just bc a woman doesn't write #MeToo doesn't mean she's never been assaulted. Survivors don't owe anyone their story.""",1,5,NA,#metoo,0,
239,2017-10-16 20:12:04,"#MeToo at work, at bars, on the street, in places that were meant to be safe. Assault has no boundaries.",0,2,IPHONE,#metoo,0,
240,2017-10-16 21:22:09,EVERY WOMAN ON EARTH has been harassed. . . #MeToo #women #woman #designer #fashion #dresses #fashionweek #lafw #magazine #media #television,0,0,ANDROID,#metoo,0,
241,2017-10-16 20:43:25,"#MeToo until everyone understands that no means no, until I never have to worry that I will be followed home from a bar again, cont..",0,3,IPHONE,#metoo,0,
242,2017-10-16 21:36:57,I thought it was normal because he was my boyfriend #MeToo,0,10,IPHONE,#metoo,0,
243,2017-10-16 23:32:33,I was 4. I was 16. I was 18. I was 21. #MeToo https://t.co/GLaNq1LJHR,0,1,IPHONE,#metoo,0,
244,2017-10-16 20:46:30,Just had a woman tell me she<e2><80><99>s tired of seeing <e2><80><9c>#MeToo<e2><80><9d> across her social media feeds and that <e2><80><9c>we get it already.<e2><80><9d><e2><80><a6> https://t.co/kqE6maqxdG,1,0,IPHONE,#metoo,0,
245,2017-10-16 21:29:23,"#MeToo, but more women than u see on social media have stories, but they don't want to or maybe are unable to say it. #ViolenceAgainstWomen",0,1,IPHONE,#metoo,0,
246,2017-10-16 23:08:14,"""How could it happen, weren't you friends"" #metoo",0,0,IPHONE,#metoo,0,
247,2017-10-16 20:39:58,"#MeToo has made for grim reading today, on what has all round been a grim day.",0,3,WEB,#metoo,0,
248,2017-10-16 22:29:09,"Mothers and fathers, teach your sons and daughters not  to sexually harass anyone.. #metoo #sexualharrassment",0,0,IPHONE,#metoo,0,
249,2017-10-16 23:16:46,#metoo because I lost my innocence before I hit puberty.,0,2,IPHONE,#metoo,0,
250,2017-10-16 21:42:15,@Alyssa_Milano #metoo We R treated as the bad person for coming forward  #yourwordagainsthis women R humiliated 4 t<e2><80><a6> https://t.co/4262MxZSIU,0,1,WEB,#metoo,0,
251,2017-10-16 21:14:23,Overlooked. Stereotyped. Made to feel unimportant or less than. Said NO &amp; been ignored. Inappropriate comments regarding body parts. #MeToo,0,0,ANDROID,#metoo,0,
252,2017-10-16 22:21:53,@Alyssa_Milano #Metoo because everyone has a chapter in their life they don't read out loud...,0,4,NA,#metoo,0,
253,2017-10-16 21:50:21,"#MeToo 

I have too many to share.",0,0,IPHONE,#metoo,0,
254,2017-10-16 21:58:05,I wish it was easier to speak up about these things but it's not. #MeToo,0,1,WEB,#metoo,0,
255,2017-10-16 22:45:34,Show your love and support #metoo https://t.co/WR6cRrKayZ,0,0,IPHONE,#metoo,0,
256,2017-10-16 21:23:59,Abused by close male relative from 4-11. Harassed by strange men since age 11-present. Repeatedly assaulted by a bf in high school. #MeToo,1,6,IPHONE,#metoo,0,
257,2017-10-16 20:52:53,#Metoo. The first time I was sexually assaulted I was in the 5th grade walking to school in broad daylight.,1,11,IPHONE,#metoo,0,
258,2017-10-16 20:41:24,#metoo because me fucking too. Let<e2><80><99>s talk about how shitty it is to sexually assault somebody and how shitty it is that there are so many,0,2,IPHONE,#metoo,0,
259,2017-10-16 21:56:52,Doing bits #MeToo,0,0,ANDROID,#metoo,0,
260,2017-10-16 22:15:56,PSA if you wanna post some ignorant shit on the #metoo posts... prepare for my full wrath. I'll fucking eat you alive.,0,1,IPHONE,#metoo,0,
261,2017-10-16 22:24:23,"#MeToo

Sad to have to think about if it was ""enough"" to be justified calling out. It's all justified. It shouldn't need to be called out.",0,1,IPHONE,#metoo,0,
262,2017-10-16 23:37:50,"Unless the Harvey Weinstein update is about #MeToo, I really don't want to hear it. #tytlive",0,2,WEB,#metoo,0,
263,2017-10-16 21:55:03,"For anyone who may need to see/hear they aren<e2><80><99>t alone .. #MeToo last time I<e2><80><99>ll post about it, quite frankly it<e2><80><99>s em<e2><80><a6> https://t.co/cuvWI3OLpN",0,2,IPHONE,#metoo,0,
264,2017-10-16 20:28:20,Sexual harassment 101: what everyone needs to know #Metoo https://t.co/sIpWbRTtDO,0,0,WEB,#metoo,0,
265,2017-10-16 21:10:03,"#MeToo . in the past, people have discounted my stories or undermined them. start by believing us when we trust you, it's hard to speak up.",1,18,ANDROID,#metoo,0,
266,2017-10-16 20:16:26,"Does it count if it<e2><80><99>s your own partner harassing you for sex, and mistreating you if you don<e2><80><99>t consent? #metoo",0,0,IPHONE,#metoo,0,
267,2017-10-16 23:33:25,"If you make jokes about #MeToo, you<e2><80><99>re childish asf.",0,0,IPHONE,#metoo,0,
268,2017-10-16 19:16:46,"I don't have a story to share here (fortunately) and I hope I'll never do. Stay strong everyone, I can't imagine how it must feel #MeToo",0,2,ANDROID,#metoo,0,
269,2017-10-16 20:23:00,"#metoo I was forced to be okay with him grabbing my hand, rubbing my back, &amp;being ok with a kiss on the cheek for my career to be a singer",0,0,IPHONE,#metoo,0,
270,2017-10-16 20:57:30,If all the people who have been sexually harassed or assaulted wrote Me too we might give people a sense of the magnitude of the pb #metoo,0,0,WEB,#metoo,0,
271,2017-10-16 23:43:36,"Every time I hear someone say about an abuse survivor, <e2><80><9c>Why didn<e2><80><99>t she tell sooner?<e2><80><9d> I feel less safe to tell my story. #MeToo",0,7,IPHONE,#metoo,0,
272,2017-10-16 22:49:53,"I've refrained from the #metoo movement for a lot of reasons. But it's not just me. It's not just the ""angry feminist."" It's not just women.",0,1,IPHONE,#metoo,0,
273,2017-10-16 19:47:23,"#MeToo I'm not comfortable with sharing much, but the first time I remember was someone reaching under my skirt in the lunch queue in school",0,2,ANDROID,#metoo,0,
274,2017-10-16 21:32:12,Can't really get into it because I try so hard to suppress it but #MeToo,0,0,ANDROID,#metoo,0,
275,2017-10-16 21:28:59,"I<e2><80><99>ve been seeing so many of the #MeToo posts throughout my Twitter &amp; Facebook timelines and each time I see one the more sad, angry and",0,2,IPHONE,#metoo,0,
276,2017-10-16 19:42:35,the fact that people have the nerve to make fun of #metoo is heartbreaking.,0,8,IPHONE,#metoo,0,
277,2017-10-16 20:54:48,"#metoo we were friends. i trusted you. i was going through a hard breakup and you took me out, you made sure that i was ""taken care of""",0,10,WEB,#metoo,0,
278,2017-10-16 21:12:15,I have seen an overwhelming amount of #MeToo tags on my timeline and I all can say is my heart breaks for every one of you,0,4,WEB,#metoo,0,
279,2017-10-16 19:31:28,"I had men hating teachers at school who gave me bad marks, preventing me from studying #medicine #MeToo",0,0,NA,#metoo,0,
280,2017-10-16 19:15:43,Don't really have the energy or headspace or want to go into details or desire to try to recall how many times or f<e2><80><a6> https://t.co/eFhYbfSSUd,1,13,IPHONE,#metoo,0,
281,2017-10-16 20:37:59,#IDidIt is the other half of #metoo https://t.co/zCeeBHJsTc https://t.co/rKV9hgkjmz,0,0,NA,#metoo,0,
282,2017-10-16 21:54:09,"After keeping it to myself for 20+ years, i finally told my mom about being sexually assulted when i was little. #metoo",0,7,IPHONE,#metoo,0,
283,2017-10-16 22:29:32,#MeToo i can<e2><80><99>t even enjoy a night out with my friends without being chased down and demanded for my phone number https://t.co/qNKdXUEmIx,0,2,IPHONE,#metoo,0,
284,2017-10-16 19:15:48,Lips that said no but still kissed you are still lips that said no. A kiss is not an invitation on its own. #MeToo,2,8,ANDROID,#metoo,0,
285,2017-10-16 20:25:13,"So many people don't understand that being harassed, catcalled or stared at IS NOT a compliment! A compliment is de<e2><80><a6> https://t.co/ExFXeidoRe",0,0,IPHONE,#metoo,0,
286,2017-10-16 20:04:21,I don<e2><80><99>t think there<e2><80><99>s a woman alive who was not harassed! Not even possible #MeToo,0,0,IPHONE,#metoo,0,
287,2017-10-16 19:10:47,I get sick to my stomach reading how some people are calling all of these victims liars. #MeToo,0,5,ANDROID,#metoo,0,
288,2017-10-16 22:46:12,Me too. #MeToo,0,0,ANDROID,#metoo,0,
289,2017-10-16 22:54:38,"#metoo

respect women. no please necessary. just do it.",0,9,IPHONE,#metoo,0,
290,2017-10-16 21:53:51,"For everyone who shared a #MeToo post: I have no words. But I believe you, I support you, and I'll try harder to not be silent or apathetic.",0,2,ANDROID,#metoo,0,
291,2017-10-16 21:04:29,"#MeToo

I'm proud of every single person who has come forward. I'm proud of every single person who isn't able able to. I love you all.",0,2,IPHONE,#metoo,0,
